CDU_ID,GEO_CODE,GEO_LABEL,GEO_TYPE,GEO_TYP2,F167,F184,F185,F2340,F2341,F2342,F130016,F130017,F130018,F130019,F130020,F130021,F130022,F130023,F130024,F130025,F130026,F130731,F130732,F130733,F130734,F130735,F130736,F130737,F130738,F130739,F130740,F130800,F130801,F130802,F130803,F130804,F130805,F130806,F130807,F130808,F130809,F131145,F131146,F131147,F131148,F131149,F131150,F131151,F131152,F131153,F131154,F131490,F131491,F131492,F131493,F131494,F131495,F131496,F131497,F131498,F131499,F131904,F131905,F131906,F131907,F131908,F131909,F131910,F131911,F131912,F131913,F132180,F132181,F132182,F132183,F132184,F132185,F132186,F132187,F132188,F132189,F136983,
37378,E01018652,Cheshire East 006D,Lower Super Output Areas and Data Zones,LSOADZ,1569,40.43722,43,1569,767,802,1569,1478,0,27,11,3,0,21,7,3,19,1569,1024,10,12,13,17,6,2,383,102,1478,1003,1,0,13,2,0,2,363,94,27,11,0,0,0,8,0,0,7,1,42,4,9,12,0,1,1,0,12,3,3,3,0,0,0,0,0,0,0,0,19,3,0,0,0,6,5,0,1,4,1563,
37379,E01018653,Cheshire East 008D,Lower Super Output Areas and Data Zones,LSOADZ,1999,44.30515,45,1999,952,1047,1999,1931,5,22,20,0,0,3,8,5,5,1999,1358,8,17,4,10,1,8,461,132,1936,1336,3,0,4,3,0,7,453,130,22,15,0,1,0,0,0,0,4,2,31,2,5,16,0,6,1,0,1,0,5,3,0,0,0,0,0,0,2,0,5,2,0,0,0,1,0,1,1,0,1997,
37380,E01018654,Cheshire East 007G,Lower Super Output Areas and Data Zones,LSOADZ,2277,45.08959,49,2277,1143,1134,2277,2233,2,18,5,1,0,4,4,8,2,2277,1748,7,3,9,2,2,9,335,162,2235,1726,6,1,9,0,0,9,325,159,18,13,0,0,0,0,0,0,3,2,14,3,1,2,0,1,2,0,5,0,8,5,0,0,0,1,0,0,2,0,2,1,0,0,0,0,0,0,0,1,2088,
37381,E01018655,Cheshire East 003A,Lower Super Output Areas and Data Zones,LSOADZ,1514,50.09643,53,1514,718,796,1514,1489,0,8,6,0,0,0,9,2,0,1514,1074,5,1,1,0,4,1,331,97,1489,1061,5,0,1,0,0,1,326,95,8,6,0,0,0,0,0,0,2,0,15,7,0,1,0,0,4,0,1,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1478,
37382,E01018656,Cheshire East 003B,Lower Super Output Areas and Data Zones,LSOADZ,1551,49.50419,53,1551,727,824,1551,1519,0,7,11,0,1,5,7,1,0,1551,1108,0,1,3,0,7,3,314,115,1519,1097,0,0,3,0,1,3,302,113,7,2,0,0,0,0,0,0,5,0,24,9,0,1,0,0,6,0,7,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1452,
37383,E01018657,Cheshire East 002A,Lower Super Output Areas and Data Zones,LSOADZ,1104,41.93297,43.5,1104,531,573,1104,1084,0,9,3,1,1,0,1,1,4,1104,755,3,3,1,3,0,1,260,78,1084,747,2,0,1,0,0,1,259,74,9,6,0,0,0,0,0,0,1,2,6,0,1,3,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,4,1,0,0,0,2,0,0,0,1,1104,
37384,E01018658,Cheshire East 003C,Lower Super Output Areas and Data Zones,LSOADZ,1296,40.00849,42,1296,654,642,1296,1260,0,11,11,1,0,0,10,3,0,1296,924,2,11,1,5,0,3,272,78,1260,907,2,0,1,0,0,3,270,77,11,8,0,0,0,1,0,0,1,1,22,8,0,11,0,2,0,0,1,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1296,
37385,E01018659,Cheshire East 003D,Lower Super Output Areas and Data Zones,LSOADZ,1248,49.17147,54,1248,618,630,1248,1224,0,6,0,2,0,6,2,0,8,1248,955,8,1,1,1,5,0,198,79,1224,948,3,1,1,0,0,0,195,76,6,4,0,0,0,0,0,0,1,1,10,2,5,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,5,0,0,2,1248,
37386,E01018660,Cheshire East 003E,Lower Super Output Areas and Data Zones,LSOADZ,1005,44.43184,47,1005,498,507,1005,994,0,4,0,0,0,6,0,1,0,1005,671,6,0,4,2,0,2,244,76,994,668,0,0,4,2,0,2,242,76,4,2,0,0,0,0,0,0,2,0,6,0,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1005,
37387,E01018661,Cheshire East 001D,Lower Super Output Areas and Data Zones,LSOADZ,1244,45.44453,49,1244,625,619,1244,1235,0,2,0,1,1,2,0,2,1,1244,853,0,0,1,1,0,0,304,85,1235,848,0,0,1,0,0,0,301,85,2,1,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1244,
37388,E01018662,Cheshire East 002B,Lower Super Output Areas and Data Zones,LSOADZ,1190,40.18655,43,1190,571,619,1190,1159,0,13,5,1,0,6,4,2,0,1190,822,5,4,0,2,1,8,268,80,1159,810,2,0,0,2,1,8,258,78,13,5,0,0,0,0,0,0,6,2,16,5,3,4,0,0,0,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190,
37389,E01018663,Cheshire East 002C,Lower Super Output Areas and Data Zones,LSOADZ,1529,47.09418,49,1529,720,809,1529,1500,0,1,4,7,0,12,4,0,1,1529,1120,3,3,1,10,0,4,283,105,1500,1112,3,0,1,2,0,4,273,105,1,0,0,0,0,0,0,0,1,0,27,8,0,3,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1529,
37390,E01018664,Cheshire East 002D,Lower Super Output Areas and Data Zones,LSOADZ,1462,45.49726,49,1462,727,735,1462,1410,0,10,8,10,7,3,2,1,11,1462,989,4,10,1,23,0,1,323,111,1410,983,0,0,1,0,0,1,315,110,10,1,0,2,0,1,0,0,5,1,30,4,0,8,0,16,0,0,2,0,1,1,0,0,0,0,0,0,0,0,11,0,4,0,0,6,0,0,1,0,1462,
37391,E01018665,Cheshire East 002E,Lower Super Output Areas and Data Zones,LSOADZ,1117,43.29543,45,1117,533,584,1117,1104,0,7,2,1,0,0,0,0,3,1117,762,4,0,0,1,0,3,262,85,1104,757,4,0,0,0,0,3,255,85,7,4,0,0,0,0,0,0,3,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,1117,
37392,E01018666,Cheshire East 011A,Lower Super Output Areas and Data Zones,LSOADZ,1783,45.76725,49,1783,880,903,1783,1684,0,32,10,17,4,7,7,15,7,1783,1287,0,9,1,29,0,3,344,110,1684,1253,0,0,1,7,0,2,319,102,32,14,0,0,0,0,0,0,17,1,45,9,0,9,0,16,0,1,4,6,15,10,0,0,0,5,0,0,0,0,7,1,0,0,0,1,0,0,4,1,1783,
37393,E01018667,Cheshire East 011B,Lower Super Output Areas and Data Zones,LSOADZ,1615,48.71517,51,1615,749,866,1615,1571,1,24,5,3,1,0,3,3,4,1615,1244,0,1,4,10,0,2,259,95,1572,1228,0,0,4,1,0,2,247,90,24,11,0,0,0,3,0,0,7,3,12,2,0,1,0,5,0,0,2,2,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,3,0,1590,
37394,E01018668,Cheshire East 011C,Lower Super Output Areas and Data Zones,LSOADZ,1730,49.3896,52,1730,791,939,1730,1707,0,9,4,0,0,2,2,3,3,1730,1250,3,2,5,1,0,1,342,126,1707,1240,1,0,5,1,0,1,335,124,9,7,0,0,0,0,0,0,2,0,8,1,2,2,0,0,0,0,3,0,3,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,2,1597,
37395,E01018669,Cheshire East 020C,Lower Super Output Areas and Data Zones,LSOADZ,2588,44.66731,48,2588,1261,1327,2588,2560,1,16,0,1,1,1,5,0,3,2588,1753,4,0,6,4,0,7,620,194,2561,1743,2,0,6,2,0,7,610,191,16,6,0,0,0,0,0,0,9,1,8,3,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,1,2571,
37396,E01018670,Cheshire East 020D,Lower Super Output Areas and Data Zones,LSOADZ,2357,47.01018,50,2357,1159,1198,2357,2329,0,20,1,0,2,0,4,1,0,2357,1668,4,0,3,0,0,8,477,197,2329,1653,1,0,3,0,0,8,470,194,20,11,0,0,0,0,0,0,7,2,7,3,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2308,
37397,E01018671,Cheshire West and Chester 012A,Lower Super Output Areas and Data Zones,LSOADZ,1258,43.2027,46,1258,631,627,1258,1237,0,9,1,0,6,0,4,1,0,1258,936,0,7,0,7,0,1,227,80,1237,931,0,0,0,1,0,1,224,80,9,4,0,2,0,0,0,0,3,0,11,0,0,5,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1258,
37398,E01018672,Cheshire West and Chester 012B,Lower Super Output Areas and Data Zones,LSOADZ,1606,39.14197,39,1606,766,840,1606,1591,0,7,1,1,0,5,1,0,0,1606,1087,1,0,0,1,0,2,406,109,1591,1080,1,0,0,0,0,2,399,109,7,5,0,0,0,0,0,0,2,0,8,2,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1606,
37399,E01018673,Cheshire West and Chester 012C,Lower Super Output Areas and Data Zones,LSOADZ,1192,41.75671,43,1192,564,628,1192,1179,0,7,3,0,0,0,0,3,0,1192,836,1,3,0,0,0,3,260,89,1179,833,1,0,0,0,0,3,255,87,7,0,0,0,0,0,0,0,5,2,3,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1192,
37400,E01018674,Cheshire West and Chester 012D,Lower Super Output Areas and Data Zones,LSOADZ,1558,39.23492,39,1558,741,817,1558,1540,0,8,2,0,0,1,2,4,1,1558,1104,3,1,1,2,3,3,353,88,1540,1096,2,0,1,2,0,3,350,86,8,5,0,0,0,0,0,0,3,0,5,1,1,1,0,0,2,0,0,0,4,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1545,
37401,E01018675,Cheshire West and Chester 003A,Lower Super Output Areas and Data Zones,LSOADZ,2092,45.19981,48,2092,1072,1020,2092,2065,2,19,0,0,0,0,0,5,1,2092,1601,2,0,0,2,0,2,374,111,2067,1587,2,0,0,0,0,2,365,111,19,9,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2092,
37402,E01018676,Cheshire West and Chester 024A,Lower Super Output Areas and Data Zones,LSOADZ,1451,48.44866,52,1451,709,742,1451,1426,0,13,4,0,0,0,6,1,1,1451,1079,1,0,2,0,0,6,278,85,1426,1061,1,0,2,0,0,6,273,83,13,8,0,0,0,0,0,0,4,1,10,8,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1443,
37403,E01018677,Cheshire West and Chester 024B,Lower Super Output Areas and Data Zones,LSOADZ,1430,49.37972,54,1430,692,738,1430,1419,0,5,0,1,0,1,0,0,4,1430,1067,3,0,3,2,1,1,258,95,1419,1063,3,0,3,1,1,1,256,91,5,3,0,0,0,0,0,0,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,1430,
37404,E01018678,Cheshire West and Chester 024C,Lower Super Output Areas and Data Zones,LSOADZ,1314,50.34855,53,1314,637,677,1314,1294,0,8,4,0,0,0,4,2,2,1314,1013,2,0,1,11,1,5,202,79,1294,1003,1,0,1,7,0,5,198,79,8,4,0,0,0,2,0,0,2,0,8,4,1,0,0,0,1,0,2,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1209,
37405,E01018679,Cheshire West and Chester 024D,Lower Super Output Areas and Data Zones,LSOADZ,1727,39.967,40,1727,826,901,1727,1683,6,17,11,0,0,1,6,2,1,1727,1212,5,3,1,1,0,7,392,106,1689,1196,2,0,1,1,0,7,377,105,17,4,0,0,0,0,0,0,13,0,18,10,3,3,0,0,0,0,1,1,2,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1727,
37406,E01018680,Cheshire West and Chester 026A,Lower Super Output Areas and Data Zones,LSOADZ,1622,42.04254,46,1622,833,789,1622,1601,0,7,1,0,0,4,5,4,0,1622,1202,0,1,1,1,0,5,327,85,1601,1192,0,0,1,0,0,4,319,85,7,3,0,0,0,0,0,0,4,0,10,4,0,1,0,1,0,0,4,0,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1622,
37407,E01018681,Cheshire West and Chester 026B,Lower Super Output Areas and Data Zones,LSOADZ,1451,41.7133,43,1451,727,724,1451,1435,0,6,0,0,0,2,4,3,1,1451,1077,4,0,0,3,0,3,280,84,1435,1068,0,0,0,2,0,3,279,83,6,6,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,1,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1451,
37408,E01018682,Cheshire West and Chester 026C,Lower Super Output Areas and Data Zones,LSOADZ,1075,44.21954,46,1075,524,551,1075,1069,0,2,0,0,0,2,2,0,0,1075,796,0,0,0,2,0,2,181,94,1069,793,0,0,0,0,0,2,180,94,2,1,0,0,0,0,0,0,1,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1075,
37409,E01018683,Cheshire West and Chester 026D,Lower Super Output Areas and Data Zones,LSOADZ,1498,46.09813,47,1498,717,781,1498,1487,0,8,0,0,0,0,0,2,1,1498,1139,1,0,0,0,0,4,250,104,1487,1131,0,0,0,0,0,3,250,103,8,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1434,
37410,E01018684,Cheshire West and Chester 015A,Lower Super Output Areas and Data Zones,LSOADZ,2255,45.61286,49,2255,1116,1139,2255,2241,0,5,2,0,0,1,2,3,1,2255,1622,2,0,8,2,0,9,430,182,2241,1614,1,0,8,0,0,9,429,180,5,3,0,0,0,0,0,0,0,2,5,1,1,0,0,2,0,0,1,0,3,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2230,
37411,E01018685,Cheshire West and Chester 002A,Lower Super Output Areas and Data Zones,LSOADZ,1216,43.86431,44,1216,570,646,1216,1196,3,12,0,0,0,4,1,0,0,1216,864,4,0,3,0,0,3,266,76,1199,854,0,0,3,0,0,3,263,76,12,9,0,0,0,0,0,0,3,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1216,
37412,E01018686,Cheshire West and Chester 002B,Lower Super Output Areas and Data Zones,LSOADZ,1414,36.43635,37,1414,664,750,1414,1391,0,7,1,0,0,5,4,5,1,1414,975,2,1,0,8,0,1,358,69,1391,968,2,0,0,0,0,1,351,69,7,3,0,0,0,3,0,0,1,0,10,0,0,1,0,4,0,0,5,0,5,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1414,
37413,E01018687,Cheshire West and Chester 002C,Lower Super Output Areas and Data Zones,LSOADZ,1365,47.86447,51,1365,652,713,1365,1347,0,11,2,0,0,1,0,2,2,1365,1045,1,2,2,2,0,1,240,72,1347,1033,1,0,2,0,0,1,238,72,11,9,0,0,0,0,0,0,2,0,3,1,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1365,
37414,E01018688,Cheshire West and Chester 002D,Lower Super Output Areas and Data Zones,LSOADZ,1560,44.4359,46,1560,747,813,1560,1503,0,17,7,1,1,9,15,5,2,1560,1105,3,6,1,4,0,1,356,84,1503,1077,2,1,1,0,0,1,339,82,17,8,0,0,0,0,0,0,8,1,33,14,1,5,0,4,0,0,8,1,5,5,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1560,
37415,E01018689,Cheshire West and Chester 002E,Lower Super Output Areas and Data Zones,LSOADZ,1450,47.43931,48,1450,683,767,1450,1393,7,17,8,1,0,4,18,1,1,1450,1054,3,1,3,1,3,1,302,82,1400,1024,2,0,3,0,0,1,290,80,17,12,0,0,0,0,0,0,5,0,31,16,1,1,0,1,3,0,7,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1389,
37416,E01018690,Cheshire West and Chester 002F,Lower Super Output Areas and Data Zones,LSOADZ,2072,46.43822,49,2072,1019,1053,2072,2046,0,12,7,0,0,0,6,1,0,2072,1481,2,6,2,1,0,2,399,179,2046,1471,2,0,2,1,0,2,393,175,12,6,0,0,0,0,0,0,4,2,13,3,0,6,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2041,
37417,E01018691,Cheshire West and Chester 023A,Lower Super Output Areas and Data Zones,LSOADZ,1582,43.6713,45,1582,757,825,1582,1545,0,7,3,0,6,3,6,6,6,1582,1149,1,8,1,12,0,1,298,112,1545,1140,0,0,1,0,0,1,294,109,7,4,0,0,0,0,0,0,1,2,18,1,1,8,0,6,0,0,1,1,6,3,0,0,0,2,0,0,1,0,6,1,0,0,0,4,0,0,1,0,1582,
37418,E01018692,Cheshire West and Chester 024E,Lower Super Output Areas and Data Zones,LSOADZ,1975,43.21114,46,1975,1014,961,1975,1912,0,15,13,0,7,7,8,3,10,1975,1400,6,0,0,7,16,7,389,150,1912,1384,2,0,0,1,0,7,375,143,15,8,0,0,0,0,0,0,7,0,35,6,4,0,0,6,8,0,5,6,3,2,0,0,0,0,0,0,1,0,10,0,0,0,0,0,8,0,1,1,1975,
37419,E01018693,Cheshire West and Chester 023B,Lower Super Output Areas and Data Zones,LSOADZ,1589,42.28949,45,1589,758,831,1589,1542,0,12,10,5,0,13,5,2,0,1589,1080,1,6,0,4,3,5,377,113,1542,1064,0,0,0,0,0,2,371,105,12,9,0,0,0,0,0,0,3,0,33,6,1,6,0,3,3,3,3,8,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1589,
37420,E01018694,Cheshire West and Chester 023C,Lower Super Output Areas and Data Zones,LSOADZ,1584,44.15215,47,1584,770,814,1584,1557,0,9,9,0,0,2,7,0,0,1584,1203,1,11,1,0,0,5,266,97,1557,1199,1,0,1,0,0,5,255,96,9,3,0,0,0,0,0,0,6,0,18,1,0,11,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1582,
37421,E01018695,Cheshire West and Chester 015B,Lower Super Output Areas and Data Zones,LSOADZ,1684,40.08017,40,1684,802,882,1684,1631,0,11,7,3,12,15,3,2,0,1684,1174,7,3,1,14,0,1,401,83,1631,1160,0,0,1,0,0,1,387,82,11,7,0,0,0,0,0,0,4,0,40,6,7,3,0,14,0,0,9,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1684,
37422,E01018696,Cheshire West and Chester 015C,Lower Super Output Areas and Data Zones,LSOADZ,1473,45.64155,49,1473,739,734,1473,1456,0,7,0,1,0,2,3,0,4,1473,1088,4,0,2,5,0,9,259,106,1456,1081,1,0,2,3,0,8,257,104,7,4,0,0,0,0,0,1,2,0,6,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,0,0,1,1473,
37423,E01018697,Cheshire West and Chester 015D,Lower Super Output Areas and Data Zones,LSOADZ,1815,44.06832,44,1815,870,945,1815,1789,0,14,1,0,0,2,0,3,6,1815,1274,1,0,3,0,0,7,399,131,1789,1259,0,0,3,0,0,7,389,131,14,8,0,0,0,0,0,0,6,0,3,0,1,0,0,0,0,0,2,0,3,2,0,0,0,0,0,0,1,0,6,5,0,0,0,0,0,0,1,0,1753,
37424,E01018698,Cheshire West and Chester 015E,Lower Super Output Areas and Data Zones,LSOADZ,1987,46.80674,50,1987,965,1022,1987,1959,0,12,2,0,0,3,6,2,3,1987,1418,9,0,0,4,0,7,418,131,1959,1405,5,0,0,0,0,7,413,129,12,9,0,0,0,0,0,0,3,0,11,3,4,0,0,0,0,0,2,2,2,1,0,0,0,1,0,0,0,0,3,0,0,0,0,3,0,0,0,0,1958,
37425,E01018699,Cheshire West and Chester 021A,Lower Super Output Areas and Data Zones,LSOADZ,1629,38.14672,40,1629,798,831,1629,1592,0,18,7,0,1,0,6,3,2,1629,1171,4,0,0,7,6,4,360,77,1592,1160,3,0,0,1,0,4,352,72,18,8,0,0,0,0,0,0,8,2,14,0,1,0,0,4,6,0,0,3,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,1628,
37426,E01018700,Cheshire West and Chester 023D,Lower Super Output Areas and Data Zones,LSOADZ,2041,33.50661,37,2041,1032,1009,2041,1965,6,28,12,5,1,8,7,5,4,2041,1390,11,0,1,12,7,4,479,137,1971,1374,3,0,1,1,0,4,453,135,28,11,1,0,0,2,0,0,14,0,33,2,6,0,0,6,7,0,10,2,5,3,1,0,0,0,0,0,1,0,4,0,0,0,0,3,0,0,1,0,2041,
37427,E01018701,Cheshire West and Chester 021B,Lower Super Output Areas and Data Zones,LSOADZ,1462,39.80917,39,1462,726,736,1462,1444,1,4,5,0,1,0,4,3,0,1462,1063,2,1,0,1,5,0,312,78,1445,1054,2,0,0,1,0,0,310,78,4,2,0,0,0,0,0,0,2,0,10,4,0,1,0,0,5,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1462,
37428,E01018702,Cheshire West and Chester 023E,Lower Super Output Areas and Data Zones,LSOADZ,1286,34.59875,38,1286,608,678,1286,1264,0,5,1,0,0,7,4,2,3,1286,905,7,1,0,0,0,0,294,79,1264,896,2,0,0,0,0,0,288,78,5,2,0,0,0,0,0,0,3,0,12,2,5,1,0,0,0,0,3,1,2,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1286,
37429,E01018703,Cheshire West and Chester 023F,Lower Super Output Areas and Data Zones,LSOADZ,1811,38.93429,39,1811,899,912,1811,1759,1,21,14,0,1,6,2,4,3,1811,1192,2,7,1,4,4,9,456,136,1760,1172,2,0,1,0,0,8,445,132,21,13,0,0,0,0,0,0,4,4,23,3,0,7,0,2,4,0,7,0,4,1,0,0,0,2,0,1,0,0,3,3,0,0,0,0,0,0,0,0,1811,
37430,E01018704,Cheshire West and Chester 017A,Lower Super Output Areas and Data Zones,LSOADZ,1184,45.07348,47.5,1184,603,581,1184,1152,1,6,8,0,5,6,5,1,0,1184,918,1,0,0,6,0,3,190,66,1153,900,0,0,0,1,0,3,184,65,6,5,0,0,0,0,0,0,1,0,24,13,0,0,0,5,0,0,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,
37431,E01018705,Cheshire West and Chester 017B,Lower Super Output Areas and Data Zones,LSOADZ,1530,40.70523,43,1530,777,753,1530,1502,1,10,5,4,0,1,1,6,0,1530,1145,2,5,2,8,0,4,283,81,1503,1137,2,0,2,0,0,4,277,81,10,5,0,0,0,0,0,0,5,0,11,0,0,5,0,5,0,0,1,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530,
37432,E01018706,Cheshire West and Chester 017C,Lower Super Output Areas and Data Zones,LSOADZ,1398,43.4113,43,1398,693,705,1398,1336,0,16,31,0,6,5,4,0,0,1398,1041,0,0,1,7,0,10,256,83,1336,997,0,0,1,0,0,9,248,81,16,10,0,0,0,0,0,0,4,2,46,34,0,0,0,7,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1268,
37433,E01018707,Cheshire West and Chester 045A,Lower Super Output Areas and Data Zones,LSOADZ,1731,46.50029,50,1731,856,875,1731,1702,0,4,5,0,17,0,0,0,3,1731,1267,3,2,3,18,4,7,279,148,1702,1266,3,0,3,0,0,7,275,148,4,0,0,0,0,0,1,0,3,0,22,0,0,2,0,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,1,0,1729,
37434,E01018708,Cheshire West and Chester 003B,Lower Super Output Areas and Data Zones,LSOADZ,2121,45.22866,48,2121,1092,1029,2121,2094,2,10,10,0,0,0,0,4,1,2121,1629,1,0,0,0,3,3,377,108,2096,1613,1,0,0,0,0,3,372,107,10,6,0,0,0,0,0,0,3,1,10,5,0,0,0,0,3,0,2,0,4,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2117,
37435,E01018709,Cheshire West and Chester 020A,Lower Super Output Areas and Data Zones,LSOADZ,1492,35.66354,35,1492,756,736,1492,1454,0,4,11,0,0,4,12,5,2,1492,978,3,5,3,3,0,13,389,98,1454,952,2,0,3,2,0,13,384,98,4,2,0,0,0,0,0,0,2,0,27,19,1,5,0,0,0,0,2,0,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1492,
37436,E01018710,Cheshire West and Chester 020B,Lower Super Output Areas and Data Zones,LSOADZ,1487,36.79758,36,1487,693,794,1487,1443,1,12,6,0,0,4,11,8,2,1487,988,1,5,1,4,0,13,373,102,1444,964,0,0,1,0,0,13,367,99,12,4,0,0,0,3,0,0,2,3,21,12,1,5,0,0,0,0,3,0,8,8,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1470,
37437,E01018711,Cheshire West and Chester 020C,Lower Super Output Areas and Data Zones,LSOADZ,1526,41.05373,42,1526,754,772,1526,1484,0,17,0,0,7,2,7,2,7,1526,1084,7,0,0,14,0,2,315,104,1484,1069,3,0,0,2,0,2,307,101,17,9,1,0,0,0,0,0,6,1,16,5,3,0,0,7,0,0,0,1,2,0,0,0,0,0,0,0,1,1,7,1,0,0,0,5,0,0,1,0,1513,
37438,E01018712,Cheshire West and Chester 020D,Lower Super Output Areas and Data Zones,LSOADZ,1564,40.92647,41,1564,819,745,1564,1513,0,28,3,2,0,2,5,3,8,1564,1068,3,2,2,12,0,9,369,99,1513,1044,2,0,2,3,0,9,355,98,28,16,0,0,0,1,0,0,10,1,12,4,1,2,0,1,0,0,4,0,3,3,0,0,0,0,0,0,0,0,8,1,0,0,0,7,0,0,0,0,1561,
37439,E01018713,Cheshire West and Chester 018A,Lower Super Output Areas and Data Zones,LSOADZ,2713,37.18061,36,2713,1319,1394,2713,2633,1,18,7,11,8,18,9,3,5,2713,1841,4,10,3,28,0,10,635,182,2634,1817,0,0,3,9,0,10,615,180,18,10,2,2,0,0,0,0,3,1,53,10,2,8,0,18,0,0,14,1,3,2,0,0,0,0,0,0,1,0,5,2,0,0,0,1,0,0,2,0,2713,
37440,E01018714,Cheshire West and Chester 018B,Lower Super Output Areas and Data Zones,LSOADZ,1828,40.83206,38,1828,902,926,1828,1753,0,22,13,1,7,5,13,12,2,1828,1164,5,10,2,17,1,5,487,137,1753,1139,2,0,2,2,0,5,471,132,22,10,1,0,0,0,0,0,7,4,39,5,2,10,0,12,1,0,8,1,12,10,0,0,0,1,0,0,1,0,2,0,0,0,0,2,0,0,0,0,1703,
